data_hora,temperatura_Celsius,Umidade_relativa
2024-11-01 06:45:00,22.7,84.4
2024-11-01 08:45:00,22.2,85.6
2024-11-01 10:45:00,21.8,87.7
2024-11-01 12:45:00,21.1,88.6
2024-11-01 14:45:00,24,80.9
2024-11-01 16:45:00,26,69.8
2024-11-01 18:45:00,27.5,66.8
2024-11-01 20:45:00,27.9,64.6
2024-11-01 22:45:00,27.5,65.6
2024-11-02 00:45:00,25.9,72.5
2024-11-02 02:45:00,24.6,81.3
2024-11-02 04:45:00,24.7,83.3
2024-11-02 06:45:00,23.8,87.4
2024-11-02 08:45:00,23.5,89.5
2024-11-02 10:45:00,23.1,91.8
2024-11-02 12:45:00,23.2,90.8
2024-11-02 14:45:00,25.2,85.4
2024-11-02 16:45:00,26.3,78.9
2024-11-02 18:45:00,25.8,84.9
2024-11-02 20:45:00,25.5,84.9
2024-11-02 22:45:00,25.2,87.5
2024-11-03 00:45:00,24.2,90.5
2024-11-03 02:45:00,24,91.7
2024-11-03 04:45:00,23.6,92.3
2024-11-03 06:45:00,23.1,93.5
2024-11-03 08:45:00,23,94
2024-11-03 10:45:00,23,95.1
2024-11-03 12:45:00,23.3,94.9
2024-11-03 14:45:00,23.8,94.4
2024-11-03 16:45:00,24.6,90.1
2024-11-03 18:45:00,25.1,88
2024-11-03 20:45:00,25.1,89.5
2024-11-03 22:45:00,23.3,88.2
2024-11-04 00:45:00,21.8,90.2
2024-11-04 02:45:00,21.9,91.6
2024-11-04 04:45:00,21.9,92.6
2024-11-04 06:45:00,22,93.8
2024-11-04 08:45:00,21.7,94.6
2024-11-04 10:45:00,21.6,95.1
2024-11-04 12:45:00,22.2,95.2
2024-11-04 14:45:00,23.1,95.2
2024-11-04 16:45:00,24.1,93.8
2024-11-04 18:45:00,24.4,93.2
2024-11-04 20:45:00,24.6,93.7
2024-11-04 22:45:00,24,94.7
2024-11-05 00:45:00,23.8,95
2024-11-05 02:45:00,23.5,95
2024-11-05 04:45:00,23.2,95.5
2024-11-05 06:45:00,23,95.8
2024-11-05 08:45:00,23,95.9
2024-11-05 10:45:00,22.9,95.6
2024-11-05 12:45:00,23.4,95.2
2024-11-05 14:45:00,25.4,90.9
2024-11-05 16:45:00,27.1,86.3
2024-11-05 18:45:00,27.9,85.5
2024-11-05 20:45:00,28.3,78.5
2024-11-05 22:45:00,27,82.2
2024-11-06 00:45:00,25.3,87.9
2024-11-06 02:45:00,24.6,91.1
2024-11-06 04:45:00,24.1,92.5
2024-11-06 06:45:00,23.8,92.6
2024-11-06 08:45:00,23.3,94.3
2024-11-06 10:45:00,23.2,94.3
2024-11-06 12:45:00,25.5,86.8
2024-11-06 14:45:00,26.8,84
2024-11-06 16:45:00,26.9,85.3
2024-11-06 18:45:00,27.8,81.6
2024-11-06 20:45:00,26.6,83.8
2024-11-06 22:45:00,25.6,85.9
2024-11-07 00:45:00,24.8,90.4
2024-11-07 02:45:00,24.3,92
2024-11-07 04:45:00,24.7,91.6
2024-11-07 06:45:00,24.3,92.7
2024-11-07 08:45:00,23.9,93.5
2024-11-07 10:45:00,23.9,93.4
2024-11-07 12:45:00,23.6,94.1
2024-11-07 14:45:00,23.9,93.9
2024-11-07 16:45:00,24.8,91.8
2024-11-07 18:45:00,27.1,82.4
2024-11-07 20:45:00,27.6,80.8
2024-11-07 22:45:00,25.7,88.9
2024-11-08 00:45:00,24.6,90.7
2024-11-08 02:45:00,24.5,91.6
2024-11-08 04:45:00,24.3,92.7
2024-11-08 06:45:00,24,94.1
2024-11-08 08:45:00,23.6,94.5
2024-11-08 10:45:00,24.4,90.6
2024-11-08 12:45:00,30.2,61.6
2024-11-08 14:45:00,30.6,61.1
2024-11-08 16:45:00,30.5,59.6
2024-11-08 18:45:00,30.3,57.6
2024-11-08 20:45:00,28.9,59.3
2024-11-08 22:45:00,26.5,62.4
2024-11-09 00:45:00,25.3,65.8
2024-11-09 02:45:00,24.2,70.5
2024-11-09 04:45:00,23.1,75.7
2024-11-09 06:45:00,21.6,81
2024-11-09 08:45:00,20.4,83.2
2024-11-09 10:45:00,22.4,76.4
2024-11-09 12:45:00,23.5,69.8
2024-11-09 14:45:00,26.1,57.7
2024-11-09 16:45:00,27.4,53.5
2024-11-09 18:45:00,26.4,54.6
2024-11-09 20:45:00,24.8,67
2024-11-09 22:45:00,23.3,69
2024-11-10 00:45:00,22.5,69
2024-11-10 02:45:00,21.9,76.2
2024-11-10 04:45:00,21.3,80.4
2024-11-10 06:45:00,20.9,82.2
2024-11-10 08:45:00,20.4,83.1
2024-11-10 10:45:00,23.9,70.4
2024-11-10 12:45:00,27.7,56.8
2024-11-10 14:45:00,27.6,57.7
2024-11-10 16:45:00,28.9,56.8
2024-11-10 18:45:00,27.4,62.5
2024-11-10 20:45:00,25.1,70.3
2024-11-10 22:45:00,23.9,76
2024-11-11 00:45:00,23.6,78.1
2024-11-11 02:45:00,23.3,81.2
2024-11-11 04:45:00,22.9,83.4
2024-11-11 06:45:00,22.6,85.4
2024-11-11 08:45:00,22.7,86.5
2024-11-11 10:45:00,24.6,76.4
2024-11-11 12:45:00,28.5,62.4
2024-11-11 14:45:00,28.5,64.9
2024-11-11 16:45:00,30,63
2024-11-11 18:45:00,29.9,66.5
2024-11-11 20:45:00,27.5,70.7
2024-11-11 22:45:00,25.5,76.1
2024-11-12 00:45:00,25,78.1
2024-11-12 02:45:00,24.2,79.7
2024-11-12 04:45:00,23.4,83.5
2024-11-12 06:45:00,23,88.5
2024-11-12 08:45:00,23.9,87
2024-11-12 10:45:00,24.7,84.2
2024-11-12 12:45:00,25.1,78.3
2024-11-12 14:45:00,24.5,79.1
2024-11-12 16:45:00,24.3,79.6
2024-11-12 18:45:00,23.5,80.4
2024-11-12 20:45:00,21.8,84
2024-11-12 22:45:00,21.1,85.7
2024-11-13 00:45:00,20.9,81.5
2024-11-13 02:45:00,19.8,82
2024-11-13 04:45:00,18.8,85.5
2024-11-13 06:45:00,17.9,87.2
2024-11-13 08:45:00,25.9,64.1
2024-11-13 10:45:00,26.9,51.6
2024-11-13 12:45:00,26.6,50.7
2024-11-13 14:45:00,27.1,42.4
2024-11-13 16:45:00,25.4,55.7
2024-11-13 18:45:00,24.1,55.5
2024-11-13 20:45:00,22.8,56.5
2024-11-13 22:45:00,21.9,61.8
2024-11-14 00:45:00,21,67.7
2024-11-14 02:45:00,20,75.4
2024-11-14 04:45:00,19.6,76.2
2024-11-14 06:45:00,19.4,78.9
2024-11-14 08:45:00,22.8,69.8
2024-11-14 10:45:00,26.3,54.8
2024-11-14 12:45:00,26.5,54.4
2024-11-14 14:45:00,27.6,53.8
2024-11-14 16:45:00,26,61.6
2024-11-14 18:45:00,24.9,64.2
2024-11-14 20:45:00,23.3,70.4
2024-11-14 22:45:00,22.1,76.2
2024-11-15 00:45:00,20.7,81.8
2024-11-15 02:45:00,20.4,82.9
2024-11-15 04:45:00,19.7,85.2
2024-11-15 06:45:00,22.9,76.5
2024-11-15 08:45:00,30,55.3
2024-11-15 10:45:00,27.2,58.1
2024-11-15 12:45:00,27.3,59.4
2024-11-15 14:45:00,27.4,60.2
2024-11-15 16:45:00,26.6,61.3
2024-11-15 18:45:00,23.9,78.9
2024-11-15 20:45:00,23.2,84.9
2024-11-15 22:45:00,23.4,85.1
2024-11-16 00:45:00,23,88.6
2024-11-16 02:45:00,22.4,91.4
2024-11-16 04:45:00,22.4,92.3
2024-11-16 06:45:00,22.5,92.9
2024-11-16 08:45:00,24.3,89.5
2024-11-16 10:45:00,25.6,87.2
2024-11-16 12:45:00,27,80.5
2024-11-25 14:45:00,19.6,88.9
2024-11-25 16:45:00,25.6,73.5
2024-11-25 18:45:00,25.1,76.4
2024-11-25 20:45:00,27.8,64.8
2024-11-25 22:45:00,27.9,65.8
2024-11-26 00:45:00,27,69.6
2024-11-26 02:45:00,25.7,74.8
2024-11-26 04:45:00,23.9,80.7
2024-11-26 06:45:00,23.8,82.6
2024-11-26 08:45:00,23.2,84.9
2024-11-26 10:45:00,22.8,86.9
2024-11-26 12:45:00,22.6,88.1
2024-11-26 14:45:00,22.3,89.6
2024-11-26 16:45:00,23.8,86.1
2024-11-26 18:45:00,28,67.7
2024-11-26 20:45:00,29.6,62.7
2024-11-26 22:45:00,31.3,59.6
2024-11-27 00:45:00,30.2,69.8
2024-11-27 02:45:00,27.5,77.9
2024-11-27 04:45:00,25.6,83.4
2024-11-27 06:45:00,24.8,85.2
2024-11-27 08:45:00,24.5,86.6
2024-11-27 10:45:00,24.4,87.8
2024-11-27 12:45:00,24.1,89
2024-11-27 14:45:00,24.7,88
2024-11-27 16:45:00,31.5,66.7
2024-11-27 18:45:00,31.9,64
2024-11-27 20:45:00,33.7,60.7
2024-11-27 22:45:00,34,63.1
2024-11-28 00:45:00,32.2,68.6
2024-11-28 02:45:00,30.2,78
2024-11-28 04:45:00,29,81.3
2024-11-28 06:45:00,27.6,85.1
2024-11-28 08:45:00,26.9,87.5
2024-11-28 10:45:00,26.3,87.9
2024-11-28 12:45:00,25.9,84.7
2024-11-28 14:45:00,24.7,90.1
2024-11-28 16:45:00,24.6,90.5
2024-11-28 18:45:00,26.1,87.1
2024-11-28 20:45:00,25.8,89.2
2024-11-28 22:45:00,27.5,86.3
2024-11-29 00:45:00,28,86
2024-11-29 02:45:00,26.4,89.2
2024-11-29 04:45:00,26.7,87.3
2024-11-29 06:45:00,26,86.8
2024-11-29 08:45:00,25.4,87.9
2024-11-29 10:45:00,24.9,89.3
2024-11-29 12:45:00,24.3,91.3
2024-11-29 14:45:00,24.9,89.7
2024-11-29 16:45:00,27.2,79.8
2024-11-29 18:45:00,29.4,71.7
2024-11-29 20:45:00,29.6,71.6
2024-11-29 22:45:00,29.2,74.9
2024-11-30 00:45:00,27.7,78
2024-11-30 02:45:00,25.9,83.2
2024-11-30 04:45:00,25.9,83.1
2024-11-30 06:45:00,25.5,84.4
2024-11-30 08:45:00,25,87.6
2024-11-30 10:45:00,24.4,90.2
2024-11-30 12:45:00,24.2,91
2024-11-30 14:45:00,25.3,87.4
2024-11-30 16:45:00,31.7,66.2
2024-11-30 18:45:00,32.2,63.6
2024-11-30 20:45:00,30.2,71.4
2024-11-30 22:45:00,27.6,77.9
2024-12-01 00:45:00,26.5,79.1
2024-12-01 02:45:00,25.4,82.4
2024-12-01 04:45:00,24.7,83.8
2024-12-01 06:45:00,24.4,86.1
2024-12-01 08:45:00,23.9,85.2
2024-12-01 10:45:00,23.6,86.8
2024-12-01 12:45:00,23.5,88.4
2024-12-01 14:45:00,24.4,85.9
2024-12-01 16:45:00,26.1,79.9
2024-12-01 18:45:00,27.4,75.4
2024-12-01 20:45:00,30.4,66.7
2024-12-01 22:45:00,28.1,76
2024-12-02 00:45:00,26.4,82
2024-12-02 02:45:00,26.3,85.4
2024-12-02 04:45:00,26,86.5
2024-12-02 06:45:00,25,89.3
2024-12-02 08:45:00,24.7,91
2024-12-02 10:45:00,24.5,91.8
2024-12-02 12:45:00,25.9,85.7
2024-12-02 14:45:00,30.9,64.5
2024-12-02 16:45:00,31.2,62.6
2024-12-02 18:45:00,31.3,61.5
2024-12-02 20:45:00,31,68.7
2024-12-02 22:45:00,30.4,65.1
2024-12-03 00:45:00,27.4,77.7
2024-12-03 02:45:00,24.9,81
2024-12-03 04:45:00,24.5,80.6
2024-12-03 06:45:00,24.2,77.4
2024-12-03 08:45:00,23.4,81.4
2024-12-03 10:45:00,22.8,80.6
2024-12-03 12:45:00,22.8,82.3
2024-12-03 14:45:00,24.2,76.6
2024-12-03 16:45:00,24.5,77.1
2024-12-03 18:45:00,25.4,75.5
2024-12-03 20:45:00,26.2,72.1
2024-12-03 22:45:00,25.2,76
2024-12-04 00:45:00,23.8,79.6
2024-12-04 02:45:00,22.9,78.7
2024-12-04 04:45:00,22.7,78.2
2024-12-04 06:45:00,22,79
2024-12-04 08:45:00,21.8,81.4
2024-12-04 10:45:00,21.4,83.8
2024-12-04 12:45:00,22,81.1
2024-12-04 14:45:00,22.6,73.5
2024-12-04 16:45:00,22.9,71.6
2024-12-04 18:45:00,23.1,71
2024-12-04 20:45:00,22.9,72.9
2024-12-04 22:45:00,22.6,80.5
2024-12-05 00:45:00,22.1,83.2
2024-12-05 02:45:00,21.4,86.6
2024-12-05 04:45:00,21.5,86.4
2024-12-05 06:45:00,21.4,86.2
2024-12-05 08:45:00,20.7,89.2
2024-12-05 10:45:00,20.7,90.1
2024-12-05 12:45:00,22.9,83.6
2024-12-05 14:45:00,28.4,60.7
2024-12-05 16:45:00,29.3,61.7
2024-12-05 18:45:00,28.5,66.9
2024-12-05 20:45:00,26.5,75.4
2024-12-05 22:45:00,25.4,78.7
2024-12-06 00:45:00,24.6,82.7
2024-12-06 02:45:00,24.4,84.6
2024-12-06 04:45:00,24,85.4
2024-12-06 06:45:00,23.5,89
2024-12-06 08:45:00,23.2,91.1
2024-12-06 10:45:00,23.5,89.9
2024-12-06 12:45:00,26.4,79.4
2024-12-06 14:45:00,30.3,66.9
2024-12-06 16:45:00,31.7,64.3
2024-12-06 18:45:00,30.8,69.9
2024-12-06 20:45:00,30.6,75.8
2024-12-06 22:45:00,30.4,77.3
2024-12-07 00:45:00,28.4,83.7
2024-12-07 02:45:00,27.9,88.3
2024-12-07 04:45:00,26.8,90.8
2024-12-07 06:45:00,25.9,91.4
2024-12-07 08:45:00,25.6,91.4
2024-12-07 10:45:00,25.5,92.2
2024-12-07 12:45:00,24.9,91.9
2024-12-07 14:45:00,25.3,88.4
2024-12-07 16:45:00,25.8,86.8
2024-12-07 18:45:00,27.2,84.2
2024-12-07 20:45:00,25.2,87.5
2024-12-07 22:45:00,26.8,83.6
2024-12-08 00:45:00,24.8,86.7
2024-12-08 02:45:00,24,87.8
2024-12-08 04:45:00,22.9,89.6
2024-12-08 06:45:00,22.5,90.8
2024-12-08 08:45:00,23.1,89.7
2024-12-08 10:45:00,22.9,90.6
2024-12-08 12:45:00,24.6,84.2
2024-12-08 14:45:00,24.1,84.6
2024-12-08 16:45:00,23.4,84.4
2024-12-08 18:45:00,23.1,84.9
2024-12-08 20:45:00,23.9,78.8
2024-12-08 22:45:00,21.9,84.8
2024-12-09 00:45:00,21.8,83.8
2024-12-09 02:45:00,20.5,88.6
2024-12-09 04:45:00,20.1,90
2024-12-09 06:45:00,19.9,91.2
2024-12-09 08:45:00,19.6,91.3
2024-12-09 10:45:00,20.8,90.2
2024-12-09 12:45:00,21.4,86.8
2024-12-09 14:45:00,22.5,83.6
2024-12-09 16:45:00,22.2,85.2
2024-12-09 18:45:00,21.7,87
2024-12-09 20:45:00,20.4,91.3
2024-12-09 22:45:00,20.4,90.9
2024-12-10 00:45:00,20.7,90.3
2024-12-10 02:45:00,20.2,91.3
2024-12-10 04:45:00,19.9,92.3
2024-12-10 06:45:00,19.7,93.3
2024-12-10 08:45:00,20.1,92.8
2024-12-10 10:45:00,21.1,91.8
2024-12-10 12:45:00,26.8,76.4
2024-12-10 14:45:00,27.9,71.6
2024-12-10 16:45:00,28,74.1
2024-12-10 18:45:00,25.5,82.4
2024-12-10 20:45:00,24.5,85.6
2024-12-10 22:45:00,22.6,86.1
2024-12-11 00:45:00,22.4,86.8
2024-12-11 02:45:00,21.3,89.1
2024-12-11 04:45:00,20.5,89.6
2024-12-11 06:45:00,19.9,90.5
2024-12-11 08:45:00,21.2,88.6
2024-12-11 10:45:00,27.9,67.6
2024-12-11 12:45:00,27.3,65.4
2024-12-11 14:45:00,26.6,69.9
2024-12-11 16:45:00,26.7,70.5
2024-12-11 18:45:00,25.2,73.4
2024-12-11 20:45:00,23.9,76.3
2024-12-11 22:45:00,23.6,80.4
2024-12-12 00:45:00,22.8,85.5
2024-12-12 02:45:00,22.4,86.7
2024-12-12 04:45:00,21.7,87.5
2024-12-12 06:45:00,21.4,89
2024-12-12 08:45:00,26.4,73.8
2024-12-12 10:45:00,31.2,54.3
2024-12-12 12:45:00,29.7,55.8
2024-12-12 14:45:00,29.8,56.3
2024-12-12 16:45:00,29.2,63.2
2024-12-12 18:45:00,27.3,67.5
2024-12-12 20:45:00,25.1,72.7
2024-12-12 22:45:00,24.3,78.7
2024-12-13 00:45:00,23,83.6
2024-12-13 02:45:00,22.3,85.7
2024-12-13 04:45:00,21.4,88.2
2024-12-13 06:45:00,21.6,88.4
2024-12-13 08:45:00,29.4,66.7
2024-12-13 10:45:00,31.3,59.2
2024-12-13 12:45:00,29.7,61
2024-12-13 14:45:00,29.2,63.6
2024-12-13 16:45:00,28.8,63.5
2024-12-13 18:45:00,26.6,72.9
2024-12-13 20:45:00,25.3,79
2024-12-13 22:45:00,24.9,83.2
2024-12-14 00:45:00,24.8,85.5
2024-12-14 02:45:00,24.2,89
2024-12-14 04:45:00,23.6,91
2024-12-14 06:45:00,23.1,93
2024-12-14 08:45:00,23.4,91.3
2024-12-14 10:45:00,23.4,88.9
2024-12-14 12:45:00,26.6,78.1
2024-12-14 14:45:00,27.4,77.3
2024-12-14 16:45:00,28.6,74.3
2024-12-14 18:45:00,30,75.7
2024-12-14 20:45:00,26.6,87.1
2024-12-14 22:45:00,25.6,88.1
2024-12-15 00:45:00,25,89.5
2024-12-15 02:45:00,24.1,90.7
2024-12-15 04:45:00,23.1,89.1
2024-12-15 06:45:00,30.8,65.5
2024-12-15 08:45:00,33.5,51.3
2024-12-15 10:45:00,33.5,47.2
2024-12-15 12:45:00,33.7,43.2
2024-12-15 14:45:00,34.4,36.7
2024-12-15 16:45:00,34.7,34.9
2024-12-15 18:45:00,31.4,46
2024-12-15 20:45:00,28.4,61
2024-12-15 22:45:00,26.6,67.4
2024-12-16 00:45:00,24.7,73.3
2024-12-16 02:45:00,23.8,68
2024-12-16 04:45:00,23.7,61.3
2024-12-16 06:45:00,30.2,46.7
2024-12-16 08:45:00,28.8,49.2
2024-12-16 10:45:00,23.9,73.4
2024-12-16 12:45:00,23.9,61.2
2024-12-16 14:45:00,26.5,56.3
2024-12-16 16:45:00,29.1,48.2
2024-12-16 18:45:00,28.5,50
2024-12-16 20:45:00,29.5,50.2
2024-12-16 22:45:00,30,48.3
2024-12-17 00:45:00,31,46.5
2024-12-17 02:45:00,29.6,53.7
2024-12-17 04:45:00,26.9,70.5
2024-12-17 06:45:00,25.6,77.1
2024-12-17 08:45:00,24,80.6
2024-12-17 10:45:00,22.6,81.5
2024-12-17 12:45:00,21.9,83.5
2024-12-17 14:45:00,29.9,60.4
2024-12-17 16:45:00,31.2,53.7
2024-12-17 18:45:00,30.5,48.5
2024-12-17 20:45:00,32.9,45
2024-12-17 22:45:00,29.7,55.9
2024-12-18 00:45:00,28.5,60.7
2024-12-18 02:45:00,25.9,67.7
2024-12-18 04:45:00,25.6,69.8
2024-12-18 06:45:00,24.9,75.3
2024-12-18 08:45:00,23.9,78.8
2024-12-18 10:45:00,23.2,82.7
2024-12-18 12:45:00,22.4,82.9
2024-12-18 14:45:00,24.6,76.2
2024-12-18 16:45:00,28.6,60.6
2024-12-18 18:45:00,29.3,59.8
2024-12-18 20:45:00,28.6,63.5
2024-12-18 22:45:00,28.7,62.6
2024-12-19 00:45:00,27.5,68.8
2024-12-19 02:45:00,25.5,73
2024-12-19 04:45:00,25.6,74.7
2024-12-19 06:45:00,24.5,80.1
2024-12-19 08:45:00,23.9,82.5
2024-12-19 10:45:00,23.6,84.7
2024-12-19 12:45:00,23.3,85.5
2024-12-19 14:45:00,25.5,75.5
2024-12-19 16:45:00,31.1,55.9
2024-12-19 18:45:00,30.5,54.8
2024-12-19 20:45:00,30.8,58.7
2024-12-19 22:45:00,29.9,65.7
2024-12-20 00:45:00,28,72.9
2024-12-20 02:45:00,26.2,80
2024-12-20 04:45:00,26.8,81.1
2024-12-20 06:45:00,25.3,86.2
2024-12-20 08:45:00,24.9,87.7
2024-12-20 10:45:00,24.4,91.1
2024-12-20 12:45:00,24.2,91
2024-12-20 14:45:00,28.3,77.5
2024-12-20 16:45:00,30.2,69.7
2024-12-20 18:45:00,33.6,60.8
2024-12-20 20:45:00,32,67.7
2024-12-20 22:45:00,32.9,61.4
2024-12-21 00:45:00,29.7,74.2
2024-12-21 02:45:00,27.6,82.6
2024-12-21 04:45:00,27.5,79.3
2024-12-21 06:45:00,26.2,84
2024-12-21 08:45:00,25.4,84.8
2024-12-21 10:45:00,24.8,85.4
2024-12-21 12:45:00,32.3,63.6
2024-12-21 14:45:00,31.9,65.3
2024-12-21 16:45:00,33.9,52.3
2024-12-21 18:45:00,33.2,56.5
2024-12-21 20:45:00,32.7,55.5
2024-12-21 22:45:00,29.9,64.9
2024-12-22 00:45:00,29.5,67.7
2024-12-22 02:45:00,26.7,74.9
2024-12-22 04:45:00,26.3,78.6
2024-12-22 06:45:00,25.4,82.8
2024-12-22 08:45:00,26.1,80.8
2024-12-22 10:45:00,25,85.2
2024-12-22 12:45:00,25.1,85.9
2024-12-22 14:45:00,26.8,82.1
2024-12-22 16:45:00,31.3,64.1
2024-12-22 18:45:00,27.8,71.4
2024-12-22 20:45:00,24,77.2
2024-12-22 22:45:00,25,77
2024-12-23 00:45:00,25.3,70.7
2024-12-23 02:45:00,24.2,73.9
2024-12-23 04:45:00,23.4,79.4
2024-12-23 06:45:00,22.6,82.6
2024-12-23 08:45:00,22,84.6
2024-12-23 10:45:00,21.4,85.9
2024-12-23 12:45:00,23.2,81.8
2024-12-23 14:45:00,24.4,74.1
2024-12-23 16:45:00,25.4,70
2024-12-23 18:45:00,25.5,69.2
2024-12-23 20:45:00,25.1,70.7
2024-12-23 22:45:00,23.4,76.9
2024-12-24 00:45:00,22.5,78.9
2024-12-24 02:45:00,23.3,79.8
2024-12-24 04:45:00,22.3,81.9
2024-12-24 06:45:00,21.4,87
2024-12-24 08:45:00,21.3,88.1
2024-12-24 10:45:00,21.3,89.9
2024-12-24 12:45:00,22.6,87.3
2024-12-24 14:45:00,25,79.9
2024-12-24 16:45:00,25.9,79.6
2024-12-24 18:45:00,26.7,77.1
2024-12-24 20:45:00,26.4,79.1
2024-12-24 22:45:00,24.9,83.3
2024-12-25 00:45:00,24.1,86.9
2024-12-25 02:45:00,23.8,87.7
2024-12-25 04:45:00,23.4,89.5
2024-12-25 06:45:00,24,86.4
2024-12-25 08:45:00,23.5,89.6
2024-12-25 10:45:00,23.1,91.5
2024-12-25 12:45:00,29.4,69.5
2024-12-25 14:45:00,30.3,65.1
2024-12-25 16:45:00,30.5,66.3
2024-12-25 18:45:00,30.2,70.2
2024-12-25 20:45:00,29,77.3
2024-12-25 22:45:00,26.9,84.8
2024-12-26 00:45:00,25.4,87.9
2024-12-26 02:45:00,24,87.9
2024-12-26 04:45:00,23.3,89.1
2024-12-26 06:45:00,22.5,88.8
2024-12-26 08:45:00,22.2,89.3
2024-12-26 10:45:00,22.5,89
2024-12-26 12:45:00,23.7,84.7
2024-12-26 14:45:00,24.6,80.6
2024-12-26 16:45:00,25.7,77.1
2024-12-26 18:45:00,26.9,70.4
2024-12-26 20:45:00,26.6,71.5
2024-12-26 22:45:00,24.9,81
2024-12-27 00:45:00,23.7,83.2
